Tarih,Yemek Adi,Fiyat,Maliyet,Hazirlanma Suresi,Garson
2025-09-20 23:03:38,Beyti,160,70,9,Garson Ali
2025-09-20 18:15:38,Künefe,80,35,5,Garson Zeynep
2025-09-20 19:51:38,Su,10,2,1,Garson Ayşe
2025-09-20 22:13:38,Su,10,2,1,Garson Ali
2025-09-20 13:49:38,İskender,150,65,8,Garson Ali
2025-09-20 20:50:38,Künefe,80,35,5,Garson Ali
2025-09-20 16:36:38,Beyti,160,70,9,Garson Ayşe
2025-09-19 17:03:38,Beyti,160,70,9,Garson Mehmet
2025-09-19 19:29:38,Su,10,2,1,Garson Mehmet
2025-09-19 22:12:38,Su,10,2,1,Garson Ali
2025-09-19 17:02:38,İskender,150,65,8,Garson Ayşe
2025-09-19 22:36:38,Ayran,15,4,1,Garson Ali
2025-09-19 19:11:38,Su,10,2,1,Garson Ali
2025-09-19 20:34:38,Beyti,160,70,9,Garson Ali
2025-09-19 11:49:38,Beyti,160,70,9,Garson Ali
2025-09-19 12:10:38,Kola,25,15,1,Garson Ayşe
2025-09-19 16:24:38,Su,10,2,1,Garson Ali
2025-09-19 19:16:38,Beyti,160,70,9,Garson Ayşe
2025-09-19 23:04:38,Su,10,2,1,Garson Ali
2025-09-19 14:44:38,Kola,25,15,1,Garson Ali
2025-09-19 17:09:38,Beyti,160,70,9,Garson Ayşe
2025-09-19 19:36:38,Su,10,2,1,Garson Ali
2025-09-19 15:32:38,İskender,150,65,8,Garson Zeynep
2025-09-19 23:37:38,Beyti,160,70,9,Garson Ayşe
2025-09-19 23:18:38,İskender,150,65,8,Garson Ali
2025-09-19 21:40:38,Künefe,80,35,5,Garson Zeynep
2025-09-19 22:20:38,Su,10,2,1,Garson Ali
2025-09-19 19:03:38,Ezogelin,40,12,3,Garson Ali
2025-09-19 12:22:38,Beyti,160,70,9,Garson Mehmet
2025-09-19 23:29:38,İskender,150,65,8,Garson Ali
2025-09-19 16:36:38,Ayran,15,4,1,Garson Ali
2025-09-19 19:20:38,Beyti,160,70,9,Garson Ayşe
2025-09-19 14:48:38,Kola,25,15,1,Garson Ayşe
2025-09-19 23:08:38,Künefe,80,35,5,Garson Ali
2025-09-18 22:31:38,Kola,25,15,1,Garson Ali
2025-09-18 17:34:38,Beyti,160,70,9,Garson Zeynep
2025-09-18 12:17:38,Beyti,160,70,9,Garson Ali
2025-09-18 12:41:38,İskender,150,65,8,Garson Mehmet
2025-09-18 19:58:38,İskender,150,65,8,Garson Ali
2025-09-18 11:31:38,Beyti,160,70,9,Garson Ayşe
2025-09-18 19:02:38,Künefe,80,35,5,Garson Ali
2025-09-18 12:03:38,İskender,150,65,8,Garson Ali
2025-09-18 15:40:38,Su,10,2,1,Garson Ali
2025-09-18 15:21:38,Künefe,80,35,5,Garson Ali
2025-09-18 16:17:38,Adana,140,60,7,Garson Ayşe
2025-09-18 16:41:38,Beyti,160,70,9,Garson Ayşe
2025-09-18 12:00:38,Su,10,2,1,Garson Ali
2025-09-18 16:10:38,Ezogelin,40,12,3,Garson Ali
2025-09-18 20:56:38,Künefe,80,35,5,Garson Mehmet
2025-09-18 12:08:38,Beyti,160,70,9,Garson Ayşe
2025-09-18 23:26:38,Beyti,160,70,9,Garson Ali
2025-09-18 22:28:38,Su,10,2,1,Garson Ayşe
2025-09-18 11:29:38,Su,10,2,1,Garson Ayşe
2025-09-18 12:04:38,İskender,150,65,8,Garson Mehmet
2025-09-18 12:28:38,Beyti,160,70,9,Garson Ali
2025-09-18 23:54:38,Su,10,2,1,Garson Ayşe
2025-09-18 14:34:38,Kola,25,15,1,Garson Ayşe
2025-09-18 17:00:38,Beyti,160,70,9,Garson Mehmet
2025-09-18 16:08:38,İskender,150,65,8,Garson Ali
2025-09-18 14:11:38,İskender,150,65,8,Garson Ali
2025-09-18 19:09:38,Su,10,2,1,Garson Ayşe
2025-09-18 22:34:38,Künefe,80,35,5,Garson Ali
2025-09-18 14:22:38,Mercimek,40,12,3,Garson Ayşe
2025-09-18 22:20:38,Beyti,160,70,9,Garson Ali
2025-09-18 20:24:38,Künefe,80,35,5,Garson Ali
2025-09-17 16:50:38,Kola,25,15,1,Garson Ali
2025-09-17 20:22:38,Su,10,2,1,Garson Mehmet
2025-09-17 21:45:38,Beyti,160,70,9,Garson Ali
2025-09-17 14:01:38,İskender,150,65,8,Garson Ayşe
2025-09-17 23:16:38,İskender,150,65,8,Garson Ali
2025-09-17 17:48:38,İskender,150,65,8,Garson Ali
2025-09-17 22:41:38,İskender,150,65,8,Garson Zeynep
2025-09-17 21:33:38,Künefe,80,35,5,Garson Ayşe
2025-09-17 20:34:38,İskender,150,65,8,Garson Ali
2025-09-17 16:50:38,Su,10,2,1,Garson Ali
2025-09-17 16:28:38,Künefe,80,35,5,Garson Ali
2025-09-17 11:36:38,İskender,150,65,8,Garson Ali
2025-09-17 16:20:38,İskender,150,65,8,Garson Ali
2025-09-17 22:09:38,Su,10,2,1,Garson Ali
2025-09-17 11:49:38,Su,10,2,1,Garson Ali
2025-09-17 13:48:38,Mercimek,40,12,3,Garson Ayşe
2025-09-17 23:38:38,Adana,140,60,7,Garson Ali
2025-09-17 12:57:38,Su,10,2,1,Garson Ali
2025-09-17 13:02:38,Kola,25,15,1,Garson Ali
2025-09-17 21:08:38,Beyti,160,70,9,Garson Ayşe
2025-09-17 11:48:38,İskender,150,65,8,Garson Ali
2025-09-17 21:44:38,İskender,150,65,8,Garson Ali
2025-09-17 11:52:38,Kola,25,15,1,Garson Ali
2025-09-17 16:25:38,İskender,150,65,8,Garson Ayşe
2025-09-17 22:57:38,Kola,25,15,1,Garson Mehmet
2025-09-17 19:45:38,İskender,150,65,8,Garson Ayşe
2025-09-17 23:47:38,Su,10,2,1,Garson Ali
2025-09-17 13:58:38,Su,10,2,1,Garson Mehmet
2025-09-17 23:35:38,İskender,150,65,8,Garson Ali
2025-09-16 13:22:38,Kola,25,15,1,Garson Ali
2025-09-16 23:33:38,İskender,150,65,8,Garson Ali
2025-09-16 13:20:38,İskender,150,65,8,Garson Ali
2025-09-16 11:07:38,Beyti,160,70,9,Garson Ayşe
2025-09-16 14:18:38,İskender,150,65,8,Garson Ayşe
2025-09-16 23:18:38,Su,10,2,1,Garson Zeynep
2025-09-16 17:02:38,Beyti,160,70,9,Garson Ali
2025-09-16 16:28:38,Beyti,160,70,9,Garson Mehmet
2025-09-16 20:34:38,İskender,150,65,8,Garson Mehmet
2025-09-16 20:07:38,Adana,140,60,7,Garson Ali
2025-09-16 21:16:38,Beyti,160,70,9,Garson Ayşe
2025-09-16 18:44:38,İskender,150,65,8,Garson Ali
2025-09-16 14:33:38,Mercimek,40,12,3,Garson Ayşe
2025-09-16 21:25:38,Beyti,160,70,9,Garson Zeynep
2025-09-16 15:09:38,İskender,150,65,8,Garson Ayşe
2025-09-16 19:58:38,Ayran,15,4,1,Garson Ali
2025-09-16 20:09:38,Mercimek,40,12,3,Garson Ali
2025-09-16 20:30:38,İskender,150,65,8,Garson Ali
2025-09-16 19:13:38,Su,10,2,1,Garson Ayşe
2025-09-16 23:25:38,Beyti,160,70,9,Garson Ayşe
2025-09-16 18:49:38,Künefe,80,35,5,Garson Ayşe
2025-09-16 23:48:38,Su,10,2,1,Garson Ayşe
2025-09-16 20:53:38,Beyti,160,70,9,Garson Ayşe
2025-09-15 16:23:38,Su,10,2,1,Garson Ali
2025-09-15 17:12:38,Beyti,160,70,9,Garson Ayşe
2025-09-15 22:42:38,Beyti,160,70,9,Garson Ali
2025-09-15 13:03:38,Su,10,2,1,Garson Ali
2025-09-15 22:30:38,Su,10,2,1,Garson Mehmet
2025-09-15 12:04:38,İskender,150,65,8,Garson Ali
2025-09-15 19:48:38,İskender,150,65,8,Garson Ali
2025-09-15 20:13:38,Ezogelin,40,12,3,Garson Ali
2025-09-15 23:50:38,İskender,150,65,8,Garson Zeynep
2025-09-15 16:51:38,Kola,25,15,1,Garson Ali
2025-09-15 20:01:38,Kola,25,15,1,Garson Ali
2025-09-15 12:31:38,Su,10,2,1,Garson Ali
2025-09-15 20:10:38,İskender,150,65,8,Garson Ali
2025-09-15 18:37:38,Kola,25,15,1,Garson Ali
2025-09-15 13:26:38,Beyti,160,70,9,Garson Ayşe
2025-09-15 14:39:38,Su,10,2,1,Garson Ali
2025-09-15 16:48:38,Beyti,160,70,9,Garson Ali
2025-09-15 19:39:38,Su,10,2,1,Garson Zeynep
2025-09-15 14:04:38,Ezogelin,40,12,3,Garson Ayşe
2025-09-15 18:04:38,İskender,150,65,8,Garson Ali
2025-09-15 13:24:38,Su,10,2,1,Garson Ali
2025-09-15 20:28:38,Beyti,160,70,9,Garson Ali
2025-09-15 16:23:38,Kola,25,15,1,Garson Ali
2025-09-15 19:16:38,Su,10,2,1,Garson Ali
2025-09-15 11:15:38,Su,10,2,1,Garson Mehmet
2025-09-15 18:24:38,Beyti,160,70,9,Garson Ayşe
2025-09-15 19:19:38,Su,10,2,1,Garson Ali
2025-09-15 13:28:38,Su,10,2,1,Garson Ayşe
2025-09-15 12:52:38,Adana,140,60,7,Garson Zeynep
2025-09-15 20:44:38,Künefe,80,35,5,Garson Ali
2025-09-14 21:45:38,İskender,150,65,8,Garson Mehmet
2025-09-14 21:45:38,İskender,150,65,8,Garson Ali
2025-09-14 14:47:38,Su,10,2,1,Garson Ali
2025-09-14 14:10:38,Künefe,80,35,5,Garson Ayşe
2025-09-14 13:05:38,İskender,150,65,8,Garson Ayşe
2025-09-14 18:55:38,Kola,25,15,1,Garson Ayşe
2025-09-14 16:10:38,İskender,150,65,8,Garson Ali
2025-09-14 14:14:38,Beyti,160,70,9,Garson Ali
2025-09-14 15:07:38,Künefe,80,35,5,Garson Ayşe
2025-09-14 21:48:38,Beyti,160,70,9,Garson Ayşe
2025-09-14 14:16:38,Kola,25,15,1,Garson Ali
2025-09-14 19:03:38,Su,10,2,1,Garson Ali
2025-09-14 20:09:38,Künefe,80,35,5,Garson Ali
2025-09-14 15:29:38,İskender,150,65,8,Garson Ayşe
2025-09-14 18:55:38,Su,10,2,1,Garson Ali
2025-09-14 15:37:38,Beyti,160,70,9,Garson Ali
2025-09-14 17:39:38,Mercimek,40,12,3,Garson Ayşe
2025-09-14 20:09:38,Su,10,2,1,Garson Ali
2025-09-14 17:45:38,Ezogelin,40,12,3,Garson Ali
2025-09-14 15:51:38,Künefe,80,35,5,Garson Ayşe
2025-09-14 15:01:38,Beyti,160,70,9,Garson Ayşe
2025-09-14 20:11:38,Su,10,2,1,Garson Mehmet
2025-09-14 14:41:38,Su,10,2,1,Garson Ayşe
2025-09-14 23:55:38,Su,10,2,1,Garson Ayşe
2025-09-14 11:51:38,Beyti,160,70,9,Garson Ayşe
2025-09-14 19:10:38,Mercimek,40,12,3,Garson Mehmet
2025-09-14 23:31:38,Su,10,2,1,Garson Ayşe
2025-09-14 23:53:38,Beyti,160,70,9,Garson Ali
2025-09-14 12:17:38,Su,10,2,1,Garson Ali
2025-09-14 23:07:38,Mercimek,40,12,3,Garson Mehmet
2025-09-14 13:58:38,Beyti,160,70,9,Garson Ayşe
2025-09-14 11:33:38,İskender,150,65,8,Garson Ali
2025-09-14 13:46:38,Mercimek,40,12,3,Garson Mehmet
2025-09-14 17:48:38,İskender,150,65,8,Garson Ali
2025-09-14 18:34:38,Kola,25,15,1,Garson Ali
2025-09-14 11:47:38,Künefe,80,35,5,Garson Ali
2025-09-14 19:00:38,Su,10,2,1,Garson Ayşe
2025-09-14 12:03:38,Ayran,15,4,1,Garson Ayşe
2025-09-14 23:13:38,Kola,25,15,1,Garson Ayşe
2025-09-14 18:22:38,Beyti,160,70,9,Garson Ayşe
2025-09-14 23:21:38,Su,10,2,1,Garson Mehmet
2025-09-14 22:35:38,Su,10,2,1,Garson Mehmet
2025-09-14 16:34:38,Su,10,2,1,Garson Ali
2025-09-14 16:24:38,İskender,150,65,8,Garson Ali
2025-09-14 23:48:38,Ayran,15,4,1,Garson Ali
2025-09-14 14:56:38,Adana,140,60,7,Garson Ali
2025-09-14 22:58:38,Adana,140,60,7,Garson Ali
2025-09-14 15:43:38,Adana,140,60,7,Garson Mehmet
2025-09-14 15:53:38,Beyti,160,70,9,Garson Ali
2025-09-14 23:21:38,İskender,150,65,8,Garson Mehmet
2025-09-14 15:41:38,Beyti,160,70,9,Garson Ayşe
2025-09-13 14:14:38,İskender,150,65,8,Garson Ali
2025-09-13 21:25:38,İskender,150,65,8,Garson Ali
2025-09-13 15:07:38,İskender,150,65,8,Garson Zeynep
2025-09-13 23:28:38,İskender,150,65,8,Garson Ali
2025-09-13 17:16:38,Su,10,2,1,Garson Ali
2025-09-13 13:54:38,Kola,25,15,1,Garson Ayşe
2025-09-13 20:16:38,Mercimek,40,12,3,Garson Ali
2025-09-13 23:26:38,Beyti,160,70,9,Garson Mehmet
2025-09-13 18:42:38,Beyti,160,70,9,Garson Ali
2025-09-13 14:07:38,İskender,150,65,8,Garson Mehmet
2025-09-13 13:35:38,Beyti,160,70,9,Garson Ali
2025-09-13 13:34:38,Künefe,80,35,5,Garson Ali
2025-09-13 11:19:38,Künefe,80,35,5,Garson Ayşe
2025-09-13 14:56:38,Beyti,160,70,9,Garson Ayşe
2025-09-13 19:55:38,Su,10,2,1,Garson Ayşe
2025-09-13 15:28:38,Beyti,160,70,9,Garson Ali
2025-09-13 22:43:38,Künefe,80,35,5,Garson Ali
2025-09-13 16:25:38,İskender,150,65,8,Garson Ali
2025-09-13 22:39:38,Ezogelin,40,12,3,Garson Ali
2025-09-13 22:29:38,Beyti,160,70,9,Garson Mehmet
2025-09-13 18:53:38,Ayran,15,4,1,Garson Ali
2025-09-13 14:43:38,Mercimek,40,12,3,Garson Ali
2025-09-13 19:45:38,Su,10,2,1,Garson Ayşe
2025-09-13 11:11:38,Su,10,2,1,Garson Ali
2025-09-13 11:55:38,İskender,150,65,8,Garson Ali
2025-09-13 19:45:38,Künefe,80,35,5,Garson Ali
2025-09-13 13:53:38,Su,10,2,1,Garson Ali
2025-09-13 16:39:38,Kola,25,15,1,Garson Mehmet
2025-09-13 21:24:38,Beyti,160,70,9,Garson Mehmet
2025-09-13 11:03:38,Künefe,80,35,5,Garson Mehmet
2025-09-13 19:08:38,Beyti,160,70,9,Garson Ali
2025-09-13 11:46:38,Beyti,160,70,9,Garson Ali
2025-09-13 18:28:38,Beyti,160,70,9,Garson Ayşe
2025-09-13 18:03:38,Su,10,2,1,Garson Ali
2025-09-13 16:04:38,Su,10,2,1,Garson Ali
2025-09-13 18:37:38,Künefe,80,35,5,Garson Mehmet
2025-09-13 23:53:38,Su,10,2,1,Garson Ali
2025-09-13 20:37:38,Su,10,2,1,Garson Ali
2025-09-13 23:00:38,İskender,150,65,8,Garson Ali
2025-09-13 12:33:38,İskender,150,65,8,Garson Ali
2025-09-13 12:36:38,Ayran,15,4,1,Garson Ali
2025-09-13 18:42:38,Beyti,160,70,9,Garson Mehmet
2025-09-13 15:32:38,Künefe,80,35,5,Garson Ali
2025-09-13 16:42:38,İskender,150,65,8,Garson Ali
2025-09-13 14:57:38,İskender,150,65,8,Garson Mehmet
2025-09-13 16:01:38,Beyti,160,70,9,Garson Ali
2025-09-13 20:47:38,Künefe,80,35,5,Garson Ayşe
2025-09-13 19:40:38,Kola,25,15,1,Garson Ali
2025-09-13 14:59:38,Su,10,2,1,Garson Mehmet
2025-09-13 15:23:38,Kola,25,15,1,Garson Ali
2025-09-13 19:54:38,Beyti,160,70,9,Garson Ali
2025-09-13 15:11:38,Su,10,2,1,Garson Ayşe
2025-09-13 19:34:38,Kola,25,15,1,Garson Zeynep
2025-09-13 11:40:38,Ayran,15,4,1,Garson Ali
2025-09-13 18:06:38,İskender,150,65,8,Garson Ali
2025-09-13 11:09:38,Su,10,2,1,Garson Ayşe
2025-09-13 11:47:38,Kola,25,15,1,Garson Ali
2025-09-13 21:11:38,Ayran,15,4,1,Garson Ali
2025-09-13 21:53:38,İskender,150,65,8,Garson Ali
2025-09-13 15:10:38,Su,10,2,1,Garson Mehmet
2025-09-13 17:44:38,Su,10,2,1,Garson Ali
2025-09-13 22:03:38,Su,10,2,1,Garson Ayşe
2025-09-13 13:05:38,Ayran,15,4,1,Garson Ali
2025-09-13 12:39:38,Ayran,15,4,1,Garson Ali
2025-09-13 23:32:38,İskender,150,65,8,Garson Ayşe
2025-09-13 19:46:38,Su,10,2,1,Garson Ali
2025-09-13 19:24:38,Su,10,2,1,Garson Zeynep
2025-09-13 18:26:38,Mercimek,40,12,3,Garson Ayşe
2025-09-13 23:40:38,İskender,150,65,8,Garson Ali
2025-09-13 17:57:38,Beyti,160,70,9,Garson Zeynep
2025-09-13 11:39:38,İskender,150,65,8,Garson Ali
2025-09-13 20:44:38,Beyti,160,70,9,Garson Ayşe
2025-09-13 16:56:38,Ezogelin,40,12,3,Garson Ali
2025-09-13 23:43:38,Adana,140,60,7,Garson Ayşe
2025-09-13 15:56:38,Su,10,2,1,Garson Ali
2025-09-13 17:40:38,İskender,150,65,8,Garson Ayşe
2025-09-13 21:28:38,İskender,150,65,8,Garson Ali
2025-09-12 21:13:38,İskender,150,65,8,Garson Ali
2025-09-12 20:35:38,Su,10,2,1,Garson Ayşe
2025-09-12 11:35:38,Su,10,2,1,Garson Ali
2025-09-12 21:34:38,Adana,140,60,7,Garson Ayşe
2025-09-12 12:52:38,Beyti,160,70,9,Garson Mehmet
2025-09-12 12:47:38,Beyti,160,70,9,Garson Ali
2025-09-12 11:21:38,Beyti,160,70,9,Garson Ayşe
2025-09-12 13:19:38,İskender,150,65,8,Garson Ali
2025-09-12 15:27:38,Beyti,160,70,9,Garson Ayşe
2025-09-12 19:36:38,İskender,150,65,8,Garson Ayşe
2025-09-12 12:13:38,Su,10,2,1,Garson Ali
2025-09-12 18:40:38,İskender,150,65,8,Garson Ayşe
2025-09-12 18:39:38,İskender,150,65,8,Garson Ayşe
2025-09-12 16:58:38,Beyti,160,70,9,Garson Ali
2025-09-12 22:48:38,Kola,25,15,1,Garson Ayşe
2025-09-12 12:09:38,Beyti,160,70,9,Garson Ali
2025-09-12 12:18:38,Kola,25,15,1,Garson Ali
2025-09-12 22:04:38,Beyti,160,70,9,Garson Ayşe
2025-09-12 23:31:38,Su,10,2,1,Garson Ayşe
2025-09-12 16:09:38,Su,10,2,1,Garson Ayşe
2025-09-12 14:12:38,Kola,25,15,1,Garson Ayşe
2025-09-12 23:39:38,İskender,150,65,8,Garson Ayşe
2025-09-12 17:35:38,Beyti,160,70,9,Garson Ali
2025-09-12 19:31:38,Kola,25,15,1,Garson Ali
2025-09-12 15:40:38,Su,10,2,1,Garson Ali
2025-09-12 12:19:38,Mercimek,40,12,3,Garson Mehmet
2025-09-12 17:09:38,Mercimek,40,12,3,Garson Mehmet
2025-09-12 19:19:38,Su,10,2,1,Garson Mehmet
2025-09-12 22:40:38,Beyti,160,70,9,Garson Ali
2025-09-12 18:45:38,Adana,140,60,7,Garson Mehmet
2025-09-12 18:59:38,İskender,150,65,8,Garson Ayşe
2025-09-12 17:59:38,İskender,150,65,8,Garson Zeynep
2025-09-12 23:13:38,Su,10,2,1,Garson Ali
2025-09-12 21:43:38,Su,10,2,1,Garson Mehmet
2025-09-11 11:50:38,Beyti,160,70,9,Garson Zeynep
2025-09-11 19:53:38,Kola,25,15,1,Garson Ali
2025-09-11 14:16:38,Beyti,160,70,9,Garson Ali
2025-09-11 11:49:38,Künefe,80,35,5,Garson Ali
2025-09-11 11:44:38,İskender,150,65,8,Garson Ali
2025-09-11 17:51:38,Su,10,2,1,Garson Ali
2025-09-11 22:51:38,Künefe,80,35,5,Garson Ali
2025-09-11 21:52:38,Su,10,2,1,Garson Ali
2025-09-11 22:47:38,Beyti,160,70,9,Garson Ayşe
2025-09-11 15:09:38,Beyti,160,70,9,Garson Ali
2025-09-11 21:50:38,İskender,150,65,8,Garson Ayşe
2025-09-11 12:46:38,Ayran,15,4,1,Garson Ali
2025-09-11 14:58:38,Beyti,160,70,9,Garson Ali
2025-09-11 19:26:38,İskender,150,65,8,Garson Ali
2025-09-11 22:51:38,Adana,140,60,7,Garson Ayşe
2025-09-11 11:47:38,Su,10,2,1,Garson Ali
2025-09-11 21:37:38,Adana,140,60,7,Garson Ali
2025-09-11 18:39:38,Ayran,15,4,1,Garson Ayşe
2025-09-11 23:12:38,Beyti,160,70,9,Garson Ali
2025-09-11 15:37:38,Adana,140,60,7,Garson Mehmet
2025-09-11 11:23:38,Ayran,15,4,1,Garson Ayşe
2025-09-10 17:26:38,Beyti,160,70,9,Garson Ali
2025-09-10 18:50:38,İskender,150,65,8,Garson Ayşe
2025-09-10 15:48:38,Su,10,2,1,Garson Ayşe
2025-09-10 13:12:38,Beyti,160,70,9,Garson Ayşe
2025-09-10 16:54:38,İskender,150,65,8,Garson Ali
2025-09-10 12:33:38,Beyti,160,70,9,Garson Ali
2025-09-10 21:58:38,Mercimek,40,12,3,Garson Ayşe
2025-09-10 12:12:38,Su,10,2,1,Garson Ali
2025-09-10 11:39:38,Su,10,2,1,Garson Ali
2025-09-10 23:28:38,İskender,150,65,8,Garson Ali
2025-09-10 19:14:38,Ayran,15,4,1,Garson Ali
2025-09-10 14:40:38,Kola,25,15,1,Garson Ali
2025-09-10 20:07:38,Kola,25,15,1,Garson Zeynep
2025-09-10 17:29:38,Kola,25,15,1,Garson Ayşe
2025-09-10 13:17:38,Beyti,160,70,9,Garson Ayşe
2025-09-10 19:45:38,Künefe,80,35,5,Garson Ali
2025-09-10 14:05:38,Su,10,2,1,Garson Mehmet
2025-09-10 16:52:38,Beyti,160,70,9,Garson Ayşe
2025-09-10 12:38:38,Kola,25,15,1,Garson Mehmet
2025-09-10 17:06:38,Ayran,15,4,1,Garson Mehmet
2025-09-10 12:38:38,Su,10,2,1,Garson Ayşe
2025-09-10 18:15:38,Adana,140,60,7,Garson Mehmet
2025-09-10 20:59:38,Su,10,2,1,Garson Mehmet
2025-09-10 13:51:38,İskender,150,65,8,Garson Ali
2025-09-10 18:07:38,Kola,25,15,1,Garson Ali
2025-09-10 19:45:38,Kola,25,15,1,Garson Ali
2025-09-10 19:51:38,Kola,25,15,1,Garson Ali
2025-09-10 18:56:38,Adana,140,60,7,Garson Mehmet
2025-09-10 14:20:38,Beyti,160,70,9,Garson Ayşe
2025-09-10 17:25:38,Ayran,15,4,1,Garson Mehmet
2025-09-10 18:05:38,İskender,150,65,8,Garson Mehmet
2025-09-10 23:44:38,Künefe,80,35,5,Garson Ali
2025-09-10 22:25:38,Beyti,160,70,9,Garson Ayşe
2025-09-10 20:04:38,Ayran,15,4,1,Garson Ayşe
2025-09-10 13:27:38,İskender,150,65,8,Garson Ali
2025-09-09 11:25:38,Su,10,2,1,Garson Ali
2025-09-09 13:56:38,Künefe,80,35,5,Garson Ali
2025-09-09 16:05:38,Ayran,15,4,1,Garson Ayşe
2025-09-09 22:43:38,İskender,150,65,8,Garson Mehmet
2025-09-09 12:51:38,Adana,140,60,7,Garson Ayşe
2025-09-09 20:41:38,Su,10,2,1,Garson Mehmet
2025-09-09 11:19:38,Su,10,2,1,Garson Ali
2025-09-09 13:30:38,Su,10,2,1,Garson Ali
2025-09-09 23:48:38,Adana,140,60,7,Garson Ali
2025-09-09 16:49:38,Su,10,2,1,Garson Ali
2025-09-09 21:38:38,Su,10,2,1,Garson Ali
2025-09-09 16:17:38,Su,10,2,1,Garson Ali
2025-09-09 23:27:38,Ezogelin,40,12,3,Garson Mehmet
2025-09-09 22:40:38,Beyti,160,70,9,Garson Zeynep
2025-09-09 14:27:38,İskender,150,65,8,Garson Ayşe
2025-09-09 15:44:38,Su,10,2,1,Garson Mehmet
2025-09-09 17:45:38,Kola,25,15,1,Garson Ali
2025-09-09 14:31:38,İskender,150,65,8,Garson Ali
2025-09-09 16:59:38,Kola,25,15,1,Garson Mehmet
2025-09-09 13:39:38,İskender,150,65,8,Garson Ali
2025-09-09 19:26:38,Su,10,2,1,Garson Ali
2025-09-09 15:53:38,Su,10,2,1,Garson Ayşe
2025-09-09 22:27:38,Beyti,160,70,9,Garson Ayşe
2025-09-09 19:32:38,Su,10,2,1,Garson Ali
2025-09-09 21:41:38,Beyti,160,70,9,Garson Ali
2025-09-09 17:57:38,İskender,150,65,8,Garson Ayşe
2025-09-09 18:20:38,İskender,150,65,8,Garson Ayşe
2025-09-09 14:48:38,Ayran,15,4,1,Garson Zeynep
2025-09-09 17:11:38,Künefe,80,35,5,Garson Ayşe
2025-09-09 18:32:38,Su,10,2,1,Garson Ali
2025-09-09 17:13:38,İskender,150,65,8,Garson Ayşe
2025-09-09 11:55:38,Adana,140,60,7,Garson Mehmet
2025-09-09 21:01:38,Beyti,160,70,9,Garson Ayşe
2025-09-09 12:32:38,İskender,150,65,8,Garson Ayşe
2025-09-09 18:12:38,Su,10,2,1,Garson Ayşe
2025-09-09 22:30:38,İskender,150,65,8,Garson Ayşe
2025-09-09 16:55:38,Kola,25,15,1,Garson Ali
2025-09-09 18:23:38,Künefe,80,35,5,Garson Ayşe
2025-09-09 17:32:38,İskender,150,65,8,Garson Ali
2025-09-08 22:48:38,Ayran,15,4,1,Garson Ali
2025-09-08 16:46:38,İskender,150,65,8,Garson Ali
2025-09-08 23:43:38,İskender,150,65,8,Garson Ali
2025-09-08 19:39:38,İskender,150,65,8,Garson Ali
2025-09-08 21:49:38,Gavurdağı,60,20,3,Garson Ayşe
2025-09-08 21:23:38,Beyti,160,70,9,Garson Mehmet
2025-09-08 14:42:38,Kola,25,15,1,Garson Ali
2025-09-08 18:18:38,Beyti,160,70,9,Garson Ali
2025-09-08 13:54:38,Kola,25,15,1,Garson Ayşe
2025-09-08 11:30:38,Su,10,2,1,Garson Ali
2025-09-08 18:16:38,Adana,140,60,7,Garson Ali
2025-09-08 17:11:38,Beyti,160,70,9,Garson Ali
2025-09-08 15:04:38,Mercimek,40,12,3,Garson Zeynep
2025-09-08 21:11:38,Künefe,80,35,5,Garson Ali
2025-09-08 22:24:38,Mercimek,40,12,3,Garson Ali
2025-09-08 22:57:38,Beyti,160,70,9,Garson Ali
2025-09-08 17:05:38,Su,10,2,1,Garson Ali
2025-09-08 22:37:38,Beyti,160,70,9,Garson Ayşe
2025-09-08 15:30:38,İskender,150,65,8,Garson Mehmet
2025-09-08 21:02:38,Su,10,2,1,Garson Ali
2025-09-08 19:42:38,Beyti,160,70,9,Garson Ayşe
2025-09-08 20:34:38,Adana,140,60,7,Garson Ali
2025-09-08 17:02:38,Adana,140,60,7,Garson Ayşe
2025-09-08 15:51:38,İskender,150,65,8,Garson Ali
2025-09-08 12:51:38,Su,10,2,1,Garson Ali
2025-09-08 21:42:38,Ezogelin,40,12,3,Garson Ali
2025-09-08 14:17:38,Adana,140,60,7,Garson Ayşe
2025-09-08 13:38:38,Adana,140,60,7,Garson Ali
2025-09-08 13:49:38,Kola,25,15,1,Garson Zeynep
2025-09-08 15:39:38,Kola,25,15,1,Garson Ali
2025-09-08 19:55:38,Beyti,160,70,9,Garson Zeynep
2025-09-08 11:56:38,Adana,140,60,7,Garson Ali
2025-09-08 15:30:38,Beyti,160,70,9,Garson Ali
2025-09-08 22:15:38,Su,10,2,1,Garson Ali
2025-09-08 12:48:38,Su,10,2,1,Garson Ali
2025-09-08 23:09:38,İskender,150,65,8,Garson Ali
2025-09-08 19:53:38,Künefe,80,35,5,Garson Ayşe
2025-09-08 17:46:38,Adana,140,60,7,Garson Mehmet
2025-09-08 18:17:38,Su,10,2,1,Garson Ali
2025-09-08 16:20:38,Adana,140,60,7,Garson Ayşe
2025-09-07 15:14:38,Adana,140,60,7,Garson Ayşe
2025-09-07 15:13:38,Ayran,15,4,1,Garson Ali
2025-09-07 17:57:38,İskender,150,65,8,Garson Ali
